,pessoaID,solicitacaoID,historicoID,idadePessoa,salarioAnualPessoa,moradiaPessoa,tempoTrabalhoPessoa,motivoEmprestimo,pontuacaoEmprestimo,totalEmprestimo,taxaJuros,statusInadimplencia,comprometimentoRendaPorcentagem,pessoaInadimplente,tempoUltimaSolicitacaoCredito
7231,b27mfyhp-nhQf,LudPYppq-CHwA,mnyXyExn-4DpD,26.0,150500.0,Hipotecada,10.0,Pagamento de débitos,D,10000.0,15.99,1.0,0.07,N,3
7232,0Zq8d3Fc-F3T4,ntsiYQal-2uvb,fvDFDojg-2ja7,35.0,60000.0,Hipotecada,12.0,Pagamento de débitos,C,25000.0,12.73,0.0,0.42,N,8
7233,9Zt0XpIL-gGtx,JaQQSRMK-MlFG,GEqKtWh8-ItAd,27.0,12000.0,Própria,0.0,Educativo,D,8125.0,14.42,1.0,0.68,Y,5
7234,OF2rDlZB-mtdc,upuBUFhf-W7MD,L8sutN4G-1ISX,27.0,50000.0,Aluguel,7.0,Pagamento de débitos,C,5000.0,13.61,0.0,0.1,Y,8
7235,R337yIQY-gW9x,ZBToriIH-TE6C,PbWaapZA-4FHf,23.0,70000.0,Aluguel,3.0,Empreendimento ,C,6600.0,12.84,0.0,0.09,Y,3
7236,YY70ra0g-swwH,kQ7Q5tvh-CGJY,PbTkia6O-spHx,35.0,31000.0,Hipotecada,9.0,Educativo,C,15000.0,13.16,0.0,0.48,N,9
7237,rKAOzZ0Y-07h3,ipEM8dYK-dRvo,CU1Rv2Lu-abYS,24.0,65000.0,Própria,8.0,Pessoal,A,9000.0,7.29,0.0,0.14,N,3
7238,e2Tbi46z-X2g1,C5B069ia-Rq22,20BC8dfq-oMUh,27.0,104000.0,Hipotecada,11.0,Médico,B,10000.0,10.65,0.0,0.1,N,7
7239,jvZkpBPe-geqO,HrifMQ5h-8zsm,2l22Dxbz-cDal,22.0,26400.0,Aluguel,1.0,Educativo,A,10000.0,7.49,1.0,0.38,N,3
7240,aKF5krBY-KTqD,tUSNDarP-B8jl,BRYqczoy-KUmq,25.0,94976.0,Hipotecada,5.0,Pagamento de débitos,B,20000.0,10.74,0.0,0.21,N,3
7241,Zw6PDHrM-Ycnq,mtouFnBg-GSu8,tYTQOHao-TuMA,29.0,144000.0,Hipotecada,4.0,Pagamento de débitos,C,5000.0,13.06,0.0,0.03,N,7
7242,2e0AaXaC-h4e1,oj189THp-1iwv,GK4phQAI-2nYW,31.0,80000.0,Própria,13.0,Médico,A,12000.0,5.79,0.0,0.15,N,10
7243,rCMZqUGJ-u0vt,QC9eNsIr-z2eT,CwAbMolo-RxEZ,40.0,86500.0,Hipotecada,2.0,Pagamento de débitos,B,10000.0,10.25,0.0,0.12,N,14
7244,a43n9Xkq-CzGd,q9SYszwA-Yscn,0DIRZ5uD-kaAE,28.0,51000.0,Própria,2.0,Pagamento de débitos,E,20400.0,17.74,1.0,0.4,Y,5
7245,4aKvU2IS-tdbh,Z8evS5ya-Nb11,tkZocbks-h4r5,28.0,80000.0,Hipotecada,8.0,Educativo,C,13000.0,13.47,0.0,0.16,N,5
7246,p1wd0L9N-cXbD,881Xh08L-wTpm,5JmUzdqX-z7vo,26.0,115000.0,Aluguel,3.0,Empreendimento ,B,12000.0,10.99,0.0,0.1,N,3
7247,Uij5H8G7-Rj2c,7meZQ82r-tDjj,9EKWRiYM-qvXX,25.0,31200.0,Aluguel,7.0,Médico,A,3500.0,6.92,0.0,0.11,N,3
7248,keihZllx-DO0x,zcQOiICc-r7cr,7m1M0YJI-kcIS,21.0,39900.0,Aluguel,0.0,Empreendimento ,A,12000.0,7.9,0.0,0.3,N,3
7249,0w24F0xp-QIl0,PB7s6EtQ-GrNR,1y2yQaMI-8mCa,21.0,12120.0,Aluguel,0.0,Pagamento de débitos,A,3600.0,8.32,1.0,0.3,N,2
7250,WwMWRgFh-j5Fm,eiYuEF7M-YNQr,PkgdndUl-fYcB,22.0,48000.0,Hipotecada,5.0,Educativo,A,9600.0,7.51,0.0,0.2,N,4
7251,UzaOLIAC-TBGM,fvlqYmcU-HkHb,0kGxtmO4-aOq8,34.0,41979.0,Hipotecada,14.0,Educativo,C,8150.0,15.23,0.0,0.19,N,10
7252,3oidpCcm-ygU8,gZDgl0W0-aKEd,HUmZgycI-2PdM,27.0,35000.0,Própria,2.0,Educativo,A,14000.0,7.49,0.0,0.4,N,8
7253,TLLvLr8C-JjJC,UCbCM8t1-bSE0,4Mrs6fE6-OjgM,36.0,31000.0,Aluguel,2.0,Pessoal,D,8000.0,14.11,1.0,0.26,N,14
7254,FrIjz3T7-YeE2,cC8ZlN62-FKdN,8EWw1DLK-538A,29.0,55000.0,Aluguel,2.0,Educativo,A,5000.0,7.14,0.0,0.09,N,5
7255,QwgPPslo-m68O,BuxEjGLz-Br1K,j74PAfE6-u2QB,23.0,35000.0,Outro,0.0,Pessoal,B,12800.0,11.83,1.0,0.37,N,2
7256,nXjfZHJP-Pg4o,WvPBOZ9e-B17E,Bqo3Pf7Z-CKGo,31.0,15000.0,Hipotecada,3.0,Pagamento de débitos,D,2000.0,16.89,1.0,0.13,Y,8
7257,Md8gdynG-G9NN,r41NcQcR-12r3,HE6ktpuk-S5gR,28.0,16000.0,Aluguel,2.0,Pagamento de débitos,E,5000.0,16.45,1.0,0.31,Y,7
7258,1H053sDf-frW4,BUdpMBoy-5jZv,tm5a7nbG-oUxd,23.0,39000.0,Aluguel,1.0,Educativo,D,6000.0,15.99,1.0,0.15,N,3
7259,u1ja9QrL-yjU9,ECOWFHda-YvjY,9ajylZKL-QiTK,24.0,65000.0,Própria,6.0,Pessoal,D,4400.0,16.89,0.0,0.07,N,2
7260,RlBABRwi-9ZoZ,HDxQy5j8-QL6p,RyntU2uH-FZAa,48.0,30000.0,Aluguel,0.0,Pagamento de débitos,B,6000.0,12.42,1.0,0.2,N,12
7261,ULjyutr8-CbHa,2YLB01mt-Iwto,TjNJvK99-jQkG,22.0,75000.0,Hipotecada,3.0,Educativo,A,9000.0,5.79,0.0,0.12,N,2
7262,OWhBZqBW-rLPI,WqWdX5TX-Fzuw,PgKH8kKG-SfIs,22.0,31224.0,Aluguel,0.0,Educativo,A,6400.0,9.32,0.0,0.2,N,4
7263,CWrDJjoH-Sb79,iQLlNo5f-z5EE,CTyqZI24-ejuL,24.0,47480.0,Aluguel,8.0,Médico,B,6900.0,9.88,0.0,0.15,N,2
7264,WHz8Dzpm-SAJQ,DREH9Pvt-IChO,xy3cHnSL-U5TQ,30.0,52500.0,Aluguel,2.0,Melhora do lar,B,20000.0,10.37,1.0,0.38,N,7
7265,fAn01oHS-1REw,AXKNv3jF-3Op7,C9EfdYOM-61QW,34.0,70000.0,Hipotecada,7.0,Pagamento de débitos,B,17000.0,11.14,1.0,0.24,N,8
7266,4A9f476v-cgKc,OArCjs8Y-SK6b,1rhH46vE-hWpb,24.0,135000.0,Aluguel,6.0,Médico,B,14400.0,12.69,0.0,0.11,N,4
7267,ew6wDIH6-wASu,wpviscKM-E4C7,s6fPRDAo-bGRY,26.0,78000.0,Hipotecada,10.0,Educativo,A,10000.0,9.63,1.0,0.13,N,4
7268,fJWKfTKS-RMp1,hov4dF3W-phb7,n0KCgbB6-AjNi,23.0,78000.0,Aluguel,7.0,Pagamento de débitos,A,8100.0,7.29,0.0,0.1,N,2
7269,eo4YEEb2-4Jmh,NdHZrovW-XYBY,G7Bbpdjd-KSsp,26.0,50000.0,Própria,10.0,Pessoal,A,7500.0,5.99,0.0,0.15,N,2
7270,BolTJBKb-lR2r,2iaDEof9-UbUz,Y0qAQbNF-IBGH,24.0,30000.0,Aluguel,0.0,Médico,D,9600.0,14.91,1.0,0.32,Y,4
7271,qCKMhfjI-HARn,HF631WaB-dpx2,EK0sqNB0-i5BA,23.0,81600.0,Aluguel,1.0,Médico,B,25000.0,11.36,1.0,0.31,N,3
7272,mThijZSQ-9Atp,3YZEMatK-acsc,TkDOsm3k-1HqO,35.0,200004.0,Hipotecada,19.0,Pagamento de débitos,A,6000.0,7.68,0.0,0.03,N,8
7273,oyBRQPMX-fgRw,yvJ0luEU-6eYX,7PXsDyUb-muwk,21.0,37200.0,Aluguel,5.0,Médico,C,4000.0,13.49,0.0,0.11,Y,4
7274,Xtr2ahWz-y98L,Pw1dqAY4-vacx,6U0B41kf-hIfG,23.0,51600.0,Hipotecada,1.0,Pagamento de débitos,B,5000.0,10.59,0.0,0.1,N,3
7275,UQxvoeSj-8Dcp,FdBIqYqt-C68b,NinKA8gD-o5Wc,22.0,100000.0,Hipotecada,6.0,Pagamento de débitos,A,15000.0,8.94,0.0,0.15,N,3
7276,xFFWEEzJ-erC3,HDNm6anZ-zz1u,1inAkX71-pYSY,50.0,60000.0,Hipotecada,8.0,Pagamento de débitos,A,2000.0,7.49,0.0,0.03,N,15
7277,Tb9dOBTz-khK7,K6I5uTYL-lzmo,LCbCcJn0-erU6,28.0,44894.0,Própria,8.0,Educativo,A,3600.0,7.88,0.0,0.08,N,6
7278,5aWb9R9m-HHAC,g3vd29J9-27zI,5CgSmvDA-ri8J,25.0,80000.0,Hipotecada,4.0,Pessoal,A,11000.0,6.62,0.0,0.14,N,3
7279,TJTPR4vw-0j4W,m2Qa9WpE-3BuM,5ppENEt0-vNPk,25.0,85000.0,Aluguel,5.0,Educativo,A,14400.0,8.49,0.0,0.17,N,2
7280,5uZxRDfZ-sPPi,4kbK7J7I-Uhpp,ZmJP3JJD-gP9z,29.0,39000.0,Hipotecada,12.0,Educativo,A,16000.0,5.99,0.0,0.41,N,8
7281,7yHumldx-JPfP,olDdfZ9S-qbZD,UQTD3kqz-dLqD,27.0,51000.0,Própria,11.0,Pessoal,A,12000.0,7.49,0.0,0.24,N,7
7282,W5nkr2DF-nMFc,XxNlX0vO-ZEpk,exjJp3ZY-kmEN,25.0,20000.0,Aluguel,1.0,Empreendimento ,A,12000.0,8.07,1.0,0.6,N,4
7283,rurICMmI-Arpz,UtNOhqpW-DWDq,0eBk8d9M-llz6,24.0,56000.0,Aluguel,0.0,Empreendimento ,C,12000.0,14.26,0.0,0.21,Y,2
7284,oONUGF7v-z3oK,IoT5OfvJ-vvDh,JEa9N1TG-CXwz,22.0,46800.0,Aluguel,6.0,Médico,C,18000.0,15.23,1.0,0.38,Y,2
7285,U3iRr2WN-rtRq,akYoA1NJ-slkM,IFQeuS9z-1eMb,26.0,74970.0,Aluguel,5.0,Médico,A,6000.0,7.88,0.0,0.08,N,2
7286,rOy4BLXX-ufw5,SH4Q0zzi-U5oy,DJPnIGgB-1NvM,28.0,143000.0,Hipotecada,5.0,Melhora do lar,D,8275.0,16.49,1.0,0.06,Y,7
7287,6bqzzvx9-5M3e,BhBC8EkT-En32,0WvRCZs0-DGXz,34.0,47125.0,Hipotecada,12.0,Empreendimento ,B,3200.0,10.99,0.0,0.07,N,8
7288,sKFN533C-ubxG,Ft9xjJhE-GEj8,G5qlEk9n-Nhdn,28.0,90000.0,Aluguel,1.0,Pessoal,A,10200.0,8.9,0.0,0.11,N,8
7289,TqHRf90N-s4jF,sJPbMHv0-bSbx,nXnZG9i3-6QvE,24.0,127000.0,Hipotecada,3.0,Melhora do lar,D,12000.0,15.05,0.0,0.09,Y,3
7290,7F7vQ9lN-LydI,dlulNBWN-wtBt,9yfH4ckf-yAob,23.0,35000.0,Própria,7.0,Médico,B,5000.0,11.71,0.0,0.14,N,4
7291,vweeusyz-Hutg,uxWHghu0-SHCD,YbXFbENj-fiAh,32.0,40000.0,Aluguel,1.0,Pagamento de débitos,C,9600.0,13.48,0.0,0.24,Y,5
7292,qh4GBaHo-nCri,YQOlZ2vp-DAGy,u1wLbeMz-xU2r,21.0,31200.0,Aluguel,1.0,Pagamento de débitos,D,6000.0,16.89,1.0,0.19,N,3
7293,7KOliBSd-Tx41,Cb2NKry7-GbH8,2rdPiQTg-E8m8,31.0,60000.0,Aluguel,11.0,Educativo,B,15000.0,11.71,0.0,0.25,N,7
7294,iuJuLsIy-ZAlT,ifnwL3ry-9Rb5,Kh8pdIea-r90q,25.0,75000.0,Aluguel,9.0,Empreendimento ,A,6775.0,7.9,0.0,0.09,N,4
7295,pPz43Dpt-DuhP,y35eKdBT-u96d,PHAQ4hYW-3eqp,26.0,94800.0,Hipotecada,10.0,Pagamento de débitos,A,14000.0,6.03,0.0,0.15,N,4
7296,M1F4Zj3y-OxAN,PySAz27S-NxXb,oXssGqEh-hgnp,51.0,80000.0,Aluguel,3.0,Empreendimento ,F,18000.0,18.78,0.0,0.23,N,19
7297,SCRptETe-Hqr6,1TbB5m9W-dh3T,bHHRGuyO-LNO2,22.0,44684.0,Aluguel,1.0,Pagamento de débitos,C,8000.0,12.04,0.0,0.18,Y,2
7298,MR40l1bf-ARrM,yMghuMzC-kRPX,KQ63027b-vp4y,31.0,40000.0,Aluguel,0.0,Empreendimento ,B,5000.0,9.45,0.0,0.13,N,10
7299,hKsyklQQ-lnH5,LRMx2UKf-a2dR,EzGaE9A5-E1wJ,26.0,24000.0,Aluguel,5.0,Médico,A,6000.0,8.9,0.0,0.25,N,3
7300,7d0rvzUL-bQ6p,GuYQBRLK-Eaea,Jpdzy6n1-GLcu,25.0,30000.0,Aluguel,4.0,Educativo,C,4000.0,13.49,0.0,0.13,Y,4
7301,GIWZaxGe-rfyj,LF9xUFyy-eu7m,PPrRUlSO-Ycy9,29.0,83000.0,Hipotecada,13.0,Melhora do lar,A,7500.0,8.9,0.0,0.09,N,6
7302,C6JRrTis-ypNZ,UIoqJ7CC-WuGE,5y1MHxTg-RblJ,24.0,80000.0,Própria,8.0,Empreendimento ,A,12000.0,7.49,0.0,0.15,N,3
7303,qEm5alYq-wSGX,zJ2gg3KD-oobt,qQJ2jftR-qsjc,24.0,72000.0,Hipotecada,1.0,Educativo,B,16000.0,10.25,0.0,0.22,N,3
7304,v34LnHUs-by6s,edkP84oF-9PIA,TDJ9nLRz-1m1X,30.0,72000.0,Aluguel,2.0,Educativo,B,23000.0,12.18,1.0,0.32,N,6
7305,nteG9fM8-TtDF,dqkACUAx-NAmy,CRqBQhkH-DDSH,22.0,19200.0,Aluguel,6.0,Pessoal,B,4400.0,11.49,1.0,0.23,N,2
7306,w7zrTmre-xW4s,SF8CY1dJ-nT2U,Devi9D43-JPmg,22.0,28000.0,Aluguel,3.0,Educativo,C,6000.0,12.98,0.0,0.21,Y,2
7307,P6dWwXs9-vI1Z,zvcv4ZS2-k3Bc,MDSZZgBT-cE6r,36.0,41000.0,Hipotecada,6.0,Pagamento de débitos,B,6250.0,10.62,0.0,0.15,N,17
7308,cAeogJKF-4pbT,gg50Nfna-CaHa,e2Jalvnn-LsFR,25.0,30996.0,Aluguel,9.0,Empreendimento ,A,4500.0,6.92,0.0,0.15,N,3
7309,qGI4OAeG-9ynU,EaXIXKbM-jHWm,grSRJq7x-Mthu,22.0,89004.0,Aluguel,7.0,Pagamento de débitos,A,17000.0,9.63,0.0,0.19,N,4
7310,vlvZK0oF-FUeB,xhlmbKJw-Kk9M,LlPUTkqq-RJrj,31.0,56000.0,Aluguel,9.0,Melhora do lar,A,4000.0,5.79,0.0,0.07,N,9
7311,HBHa0Ue1-dSdA,pRduFw1A-zT16,OaZ1uf9D-P7i0,29.0,60000.0,Hipotecada,4.0,Pagamento de débitos,A,12000.0,7.29,0.0,0.2,N,7
7312,ENoAW701-2xOF,1L5ryMwj-XUJx,z7LMshAy-cMqD,25.0,80004.0,Aluguel,4.0,Melhora do lar,B,12000.0,10.36,0.0,0.15,N,3
7313,3kvpFmoz-xvfQ,eoDIutOp-Bray,a8O25Bz4-jlcb,37.0,39000.0,Aluguel,5.0,Pessoal,B,15000.0,10.96,1.0,0.38,N,12
7314,le5JZGWo-ZMUe,1WApFU8w-5gYa,HdOMUYjw-R9CC,34.0,30000.0,Aluguel,4.0,Empreendimento ,B,3350.0,10.99,0.0,0.11,N,10
7315,AOpb6m2q-WZcv,BGXes5i7-T2gJ,eG1hGKrC-M9zf,24.0,65000.0,Hipotecada,2.0,Empreendimento ,B,12000.0,12.69,0.0,0.18,N,4
7316,ffog5Rng-ct36,okaQydt9-Fh5d,6a3B7GTf-uwJT,22.0,50004.0,Hipotecada,0.0,Educativo,A,12000.0,7.37,0.0,0.24,N,2
7317,7HnrwITO-RBZZ,QNfbIEUj-Uxyv,Iyx3Fv47-t23P,33.0,23400.0,Aluguel,13.0,Empreendimento ,B,5000.0,12.69,0.0,0.21,N,10
7318,yAfiNNgG-33IF,BLDjqfjG-592l,5GML2xc3-NLX7,22.0,28500.0,Hipotecada,1.0,Pagamento de débitos,A,8500.0,7.68,0.0,0.3,N,4
7319,I1u2a5JJ-5cPG,Wwl5PzEE-KCE5,j9dHeUcs-1XuH,21.0,25200.0,Aluguel,1.0,Educativo,A,8250.0,7.49,1.0,0.33,N,4
7320,FB43mwkp-89Cu,CPk7FoR0-Pq9h,m77BHuzP-ZmMq,23.0,150000.0,Hipotecada,7.0,Médico,A,8000.0,6.91,0.0,0.05,N,2
7321,hcqvCGM8-CIf9,Zx5lh4W9-BoZ1,RLN7GUTC-Wi1M,30.0,30000.0,Hipotecada,3.0,Pagamento de débitos,A,5100.0,7.9,0.0,0.17,N,5
7322,33j1lmFS-ItNr,GCHFW3rR-YmAI,dwJCd7XH-soo8,26.0,115000.0,Hipotecada,6.0,Melhora do lar,C,15000.0,12.87,0.0,0.13,Y,3
7323,EEUf4hRZ-pLZB,8jczNkwU-bqH7,42kAlNRB-ATHm,25.0,98000.0,Aluguel,9.0,Pagamento de débitos,B,10000.0,12.69,0.0,0.1,N,4
7324,hDmzmlQi-JYzM,GgE3tXWj-rnBU,zL7Exk5W-8tdh,36.0,141600.0,Hipotecada,4.0,Melhora do lar,B,6000.0,11.49,0.0,0.04,N,16
7325,fXfWYEHA-eggg,wkwyTmZG-8kcb,vSOzdzh5-Myqt,37.0,44196.0,Aluguel,0.0,Médico,B,12400.0,11.26,0.0,0.28,N,14
7326,2p6lMMcU-8LlM,EqveLe1F-8HYN,97A6h6Ui-ICHE,30.0,155000.0,Aluguel,9.0,Médico,A,6000.0,7.14,0.0,0.04,N,8
7327,99IL770z-IL6X,XnxPmlzf-1B03,hwh8Pz3w-0XcU,23.0,63200.0,Outro,0.0,Pagamento de débitos,B,4800.0,12.53,0.0,0.08,N,4
7328,Tbwro334-LbHw,JJmlrqgZ-7nPZ,vvGR9zxL-qFtz,25.0,22000.0,Aluguel,3.0,Empreendimento ,A,7200.0,5.79,1.0,0.33,N,2
7329,GMO6B8QG-JxEq,8KL3vP3z-q3I7,1WxmMO2M-8qsf,28.0,40000.0,Hipotecada,12.0,Melhora do lar,A,11200.0,5.42,0.0,0.28,N,9
7330,NZCuQnRQ-2wW6,P4PSwPTh-pgY7,FrwoObJ1-UJsc,31.0,80000.0,Aluguel,5.0,Educativo,E,13750.0,16.7,0.0,0.17,N,6
7331,yQuJdXyJ-bD8K,hXQ4NEzq-KKd7,mezgecdd-dDK8,24.0,45000.0,Aluguel,0.0,Médico,C,11200.0,12.04,0.0,0.25,Y,3
7332,3BgX7GLc-QnKy,ukAakxux-JlCW,XboCDDcA-28Mc,21.0,36000.0,Aluguel,2.0,Educativo,B,6000.0,11.86,0.0,0.17,N,3
7333,7GNf8vss-9QaZ,M0RFK6aa-FQLG,T8HHUwAK-t3NX,22.0,34500.0,Aluguel,0.0,Pagamento de débitos,C,10000.0,13.79,0.0,0.29,N,2
7334,qYhnAMGm-lmFl,ANLkLu1O-Jk2b,sNeO6gZn-45x2,31.0,45996.0,Aluguel,10.0,Empreendimento ,C,8800.0,12.84,0.0,0.19,Y,10
7335,1ooolPGP-E9f3,UBxYoYqe-LNbD,rP3uN8Ok-oZv5,24.0,76000.0,Hipotecada,9.0,Pagamento de débitos,B,20050.0,10.59,0.0,0.26,N,2
7336,kdIyYOJx-F7CK,dGmnryQc-e8Fu,Ty70Orba-9Khp,22.0,60000.0,Hipotecada,6.0,Pessoal,B,12900.0,11.14,0.0,0.21,N,4
7337,3rPrzb9k-FDRp,g3L2HKZM-IlkK,dB3z0OJj-WHNP,24.0,50000.0,Hipotecada,2.0,Empreendimento ,A,12500.0,9.32,0.0,0.25,N,2
7338,c8SdIG12-jqjN,dvnMlrqn-NF5g,cgGZxYWE-xSvl,29.0,42000.0,Hipotecada,5.0,Médico,C,2500.0,13.98,0.0,0.06,N,8
7339,MjWQmYbp-tckJ,jLN15awM-lbfI,yqFzPxD0-Dlmb,21.0,31000.0,Aluguel,6.0,Médico,A,6000.0,6.03,0.0,0.19,N,3
7340,K1F9HpLD-Dbu2,WBmZG9sP-AaaQ,6fnibIgw-rvsx,25.0,33000.0,Hipotecada,6.0,Educativo,A,8000.0,6.62,0.0,0.24,N,4
7341,KDuw9XRM-hTM2,Z6rb3M1d-vo8a,g6aNMmm6-mKWk,23.0,20004.0,Hipotecada,6.0,Pessoal,A,7125.0,6.99,0.0,0.36,N,2
7342,iqKgwQ4j-TCY7,dhSxetuJ-fGF7,MR4Ic7eW-Kp5W,32.0,190000.0,Aluguel,8.0,Educativo,A,15000.0,9.63,0.0,0.08,N,7
7343,TOwBuGLD-HoNQ,3N1aezvl-8xkD,hx4lRSXr-Y7aY,31.0,55000.0,Aluguel,3.0,Melhora do lar,C,12000.0,13.23,0.0,0.22,N,10
7344,nU7Na1N4-sFxz,xLOgEoMJ-wkDZ,0T8squyh-IQP4,25.0,31000.0,Hipotecada,4.0,Empreendimento ,B,10000.0,10.38,0.0,0.32,N,4
7345,3BKOi5jN-I6DF,g4EFeAT9-HtQ2,Ncc3CbUr-wYJI,27.0,39600.0,Hipotecada,4.0,Empreendimento ,G,2500.0,20.86,1.0,0.06,Y,8
7346,C5hyN4uj-t8hk,97OkmxOy-Z4ap,0YXAYsXv-O7Nr,25.0,72500.0,Hipotecada,3.0,Empreendimento ,D,16000.0,15.28,1.0,0.22,Y,4
7347,aLnWBLp2-L1Dz,DMTalIT9-qwd6,A97784rb-tHKP,30.0,26400.0,Aluguel,14.0,Pagamento de débitos,C,3250.0,14.35,1.0,0.12,N,9
7348,zKgrT1aS-sD9F,fOffGXYC-irng,4KP4y6jh-GQm8,27.0,30000.0,Aluguel,5.0,Pessoal,B,4975.0,10.37,0.0,0.17,N,10
7349,fdS6pTeo-11dH,bG5H4H9Q-alJX,3h0oWBwb-nKs0,54.0,107000.0,Aluguel,27.0,Empreendimento ,B,10000.0,9.91,0.0,0.09,N,20
7350,eGNQC05z-259A,5qeqn7pA-GNgU,LGFDkj7B-O5ht,33.0,20000.0,Aluguel,5.0,Educativo,A,3625.0,6.99,0.0,0.18,N,9
7351,UdDk4HM2-mq0G,1fgwSArY-a7eC,hNMU7GtO-2W2W,26.0,45760.0,Aluguel,8.0,Pagamento de débitos,C,11500.0,11.78,0.0,0.25,N,4
7352,gaQTEcTt-xfJW,MXfQF2sj-hP81,5ioBR7Sc-84wJ,34.0,122400.0,Hipotecada,5.0,Médico,B,6800.0,10.65,0.0,0.06,N,10
7353,EFlXh434-7CGZ,OFxtj7u7-B7cI,H4giLz7Q-LTvN,25.0,84000.0,Hipotecada,4.0,Pagamento de débitos,A,8500.0,6.62,0.0,0.1,N,4
7354,l7wjkEwq-EOr5,tvaBDUUy-6ZDw,do1lNGJW-Iq0C,23.0,56004.0,Aluguel,7.0,Pessoal,B,10000.0,11.83,0.0,0.18,N,3
7355,g77IqE16-AS50,wpr6zhZR-AmqD,be4iKDM3-SGfe,22.0,45000.0,Aluguel,0.0,Pagamento de débitos,B,15000.0,10.37,1.0,0.33,N,2
7356,YPCRBKUm-758x,n9LmPwdy-50Jj,GEnTWUj0-3BX1,28.0,120000.0,Hipotecada,11.0,Melhora do lar,C,5000.0,13.06,0.0,0.04,N,5
7357,dDy8hv2S-nevH,PMv3AJI0-eh9P,37k2miWb-Z73p,27.0,70800.0,Hipotecada,0.0,Educativo,G,20000.0,21.21,1.0,0.28,Y,8
7358,OrIkvjlt-rucU,JLPCplhs-Ivt7,3A80sHLZ-J5XX,36.0,72000.0,Hipotecada,3.0,Empreendimento ,A,8000.0,6.92,0.0,0.11,N,16
7359,Z1fhtYhD-xRfc,Gmcz6hSq-F7gx,WtJGs7W3-Z1uX,36.0,29500.0,Própria,4.0,Melhora do lar,B,1250.0,11.83,0.0,0.04,N,11
7360,jR4Ehwae-2REs,Wg2zHuvY-QK3m,AYuRyaPm-APKg,27.0,129996.0,Hipotecada,2.0,Empreendimento ,D,12800.0,14.84,1.0,0.1,Y,7
7361,7cumiUTm-XaCW,9jkZeWPz-QstP,2AFeQhdZ-GouZ,34.0,103000.0,Hipotecada,5.0,Empreendimento ,B,16000.0,10.62,0.0,0.16,N,7
7362,xxk43SDA-rEAE,Nt4JFCws-gzIC,z66BN1H2-LUHZ,22.0,75000.0,Aluguel,0.0,Pagamento de débitos,B,4800.0,12.21,0.0,0.06,N,2
7363,Pqj1A9jK-hhPG,AWi606XX-zpp5,3qXkCP9D-ZTdX,31.0,70000.0,Aluguel,0.0,Empreendimento ,B,9000.0,10.0,0.0,0.13,N,5
7364,pn8X0Wvt-Ef3l,Zm1F2UDX-fR3H,j4k9Rh9I-d6I4,23.0,110000.0,Hipotecada,8.0,Empreendimento ,C,7500.0,13.72,0.0,0.07,N,4
7365,LQeUAx1G-E6UL,8dUrQzHj-KZwE,3xFUTjoH-Gq6E,22.0,275000.0,Própria,6.0,Empreendimento ,B,12000.0,11.58,0.0,0.04,N,2
7366,DO3Wn3sP-DRvn,Igp7B2sJ-fIgc,21I8yCJS-E5QJ,23.0,34255.0,Aluguel,7.0,Empreendimento ,G,6000.0,22.11,1.0,0.18,Y,3
7367,TCgMmzjA-MGgZ,F9PTwtcT-aFDH,vTtmsnFb-GMtO,28.0,60000.0,Aluguel,2.0,Pessoal,B,12000.0,12.18,0.0,0.2,N,10
7368,Jg01z0hZ-X7Ha,SBnDr8Qr-pTO2,v0f5UMbv-iN57,23.0,45000.0,Hipotecada,1.0,Educativo,B,8000.0,10.51,0.0,0.18,N,4
7369,qPPg57lv-hUtO,lKl2Xjna-AYsP,df3RJYFw-2tvy,22.0,18700.0,Aluguel,3.0,Educativo,A,3600.0,8.9,1.0,0.19,N,4
7370,GX3I8b3s-vgaB,5gnGmzJu-1uNQ,G5lwpRSh-136n,24.0,39996.0,Aluguel,1.0,Médico,C,7000.0,13.11,0.0,0.18,N,3
7371,pqW7TdF2-FYRO,MuHH83Tk-GP7K,Een3Ndql-YTTu,31.0,29000.0,Aluguel,5.0,Médico,D,9000.0,15.37,1.0,0.31,N,9
7372,cmjtb5Lk-MI8I,mGdGRIGL-1CRr,HSAd5AGX-YhFa,28.0,57936.0,Aluguel,2.0,Médico,D,13650.0,14.42,1.0,0.24,N,10
7373,qPDYSUXe-rs37,GE79k4pw-NUa9,L6hMyniX-ded5,23.0,15204.0,Hipotecada,7.0,Pessoal,A,2800.0,8.49,1.0,0.18,N,3
7374,HK8DoMEy-oQPx,zHxWvDHG-MkwY,rHtPWR97-2W9m,29.0,28114.0,Aluguel,0.0,Pagamento de débitos,B,8800.0,10.0,1.0,0.31,N,10
7375,zts0X88L-9Ht7,tdmernmB-xqgH,Txrh2P8U-R5Ex,22.0,69000.0,Hipotecada,0.0,Educativo,A,15000.0,8.49,0.0,0.22,N,2
7376,TNcHpje3-tnr6,gnJz718I-yP8y,CkKj0oT1-mnGR,35.0,250000.0,Própria,8.0,Empreendimento ,B,15000.0,9.88,0.0,0.06,N,9
7377,TSQ91ie4-8KzX,ai2wvzvp-BMJ9,WQERfBX1-JSNd,22.0,75000.0,Própria,6.0,Educativo,A,4800.0,8.0,0.0,0.06,N,2
7378,z3nKz08b-O1KE,QW4aBrRz-6ar8,j36pbGkh-YxrC,30.0,61000.0,Aluguel,4.0,Médico,C,4800.0,14.79,0.0,0.08,N,10
